"Test Number"|"CAS Number"|"Chemical Name"|"Chemical Grade"|"Chemical Analysis"|"Test Method"|"Chemical Purity Mean Op"|"Chemical Purity Mean(%)"|"Chemical Purity Min Op"|"Chemical Purity Min(%)"|"Chemical Purity Max Op"|"Chemical Purity Max(%)"|"Species Scientific Name"|"Species Group"|"Organism Lifestage"|"Organism Age Mean Op"|"Organism Age Mean"|"Organism Age Min Op"|"Organism Age Min"|"Organism Age Max Op"|"Organism Age Max"|"Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Standardized)"|"Conc 1 Mean Op (Standardized)"|"Conc 1 Mean (Standardized)"|"Conc 1 Min Op (Standardized)"|"Conc 1 Min (Standardized)"|"Conc 1 Max Op (Standardized)"|"Conc 1 Max (Standardized)"|"Conc 1 Units (Standardized)"|"Conc 2 Type (Standardized)"|"Conc 2 Mean Op (Standardized)"|"Conc 2 Mean (Standardized)"|"Conc 2 Min Op (Standardized)"|"Conc Min 2 (Standardized)"|"Conc 2 Max Op (Standardized)"|"Conc 2 Max (Standardized)"|"Conc 2 Units (Standardized)"|"Conc 3 Type (Standardized)"|"Conc 3 Mean Op (Standardized)"|"Conc 3 Mean (Standardized)"|"Conc 3 Min Op (Standardized)"|"Conc Min 3 (Standardized)"|"Conc 3 Max Op (Standardized)"|"Conc 3 Max (Standardized)"|"Conc 3 Units (Standardized)"|Effect|"Effect Measurement"|Endpoint|"Response Site"|"Observed Duration Mean Op (Days)"|"Observed Duration Mean (Days)"|"Observed Duration Min Op (Days)"|"Observed Duration Min (Days)"|"Observed Duration Max Op (Days)"|"Observed Duration Max (Days)"|"Observed Duration Units (Days)"|"Test Type"|"Temperature Mean Op"|"Temperature Mean"|"Temperature Min Op"|"Temperature Min"|"Temperature Max Op"|"Temperature Max"|"Temperature Units"|"Hardness Mean Op"|"Hardness Mean"|"Hardness Min Op"|"Hardness Min"|"Hardness Max Op"|"Hardness Max"|"Hardness Units"|"Alkalinity Mean Op"|"Alkalinity Mean"|"Alkalinity Min Op"|"Alkalinity Min"|"Alkalinity Max Op"|"Alkalinity Max"|"Alkalinity Units"|"pH Mean Op"|"pH Mean"|"pH Min Op"|"pH Min"|"pH Max Op"|"pH Max"|"Author"|"Reference Number"|"Title"|"Source"|"Publication Year"|
1069656|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Standard|Unmeasured|Not coded|>|99||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||12||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Active ingredient||0.00061||0.00058||0.00064|AI mg/L|||||||||||||||||Reproduction|Reproduction, general|EC50|Not reported||14||NR||NR|Day(s)|Not coded|||||||NR||||320*||340*|mg/L CaCO3|||||||NR||7.6*|||||Maki,A.W., and H.E. Johnson|5525|Effects of PCB (Aroclor 1254) and p,p'-DDT on Production and Survival of Daphnia magna Strauss|Bull. Environ. Contam. Toxicol.13(4): 412-416|1975|
1203813|7758987|Sulfuric acid copper(2+) salt (1:1)|Reagent Grade, Purissium, Purum, Puriss or Puris|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Total||0.00762||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||10||NR||NR|Day(s)|Not coded||||19.5||22.3|C||||136||148|mg/L CaCO3||||67||71|mg/L CaCO3||||6.7||7.8|Suedel,B.C., E. Deaver, and J.H.,Jr. Rodgers|18527|Experimental Factors that may Affect Toxicity of Aqueous and Sediment-Bound Copper to Freshwater Organisms|Arch. Environ. Contam. Toxicol.30(1): 40-46|1996|
1221953|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||0||24|Hour(s)|Not reported|Fresh water|Lab|NR|Labile||0.000057||0.000049||0.000083|AI mg/L|Total||0.0719||0.062||0.099|AI mg/L|||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||21|||||C||109.9|||||mg/L CaCO3||12.5|||||mg/L CaCO3||||6.94||6.97|Meador,J.P.|45176|The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity|Aquat. Toxicol.19(1): 13-31|1991|
1195695|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||1||NR||NR|Day(s)|Renewal|Fresh water|Lab|NR|Total||0.044||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR||8|||||Kazlauskiene,N., A. Burba, and G. Svecevicius|17573|Acute Toxicity of Five Galvanic Heavy Metals to Hydrobionts|Ekologiia1:33-36|1994|
1300516|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|7|Dissolved||0.0167||0.0124||0.0224|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||25|||||C||21.1|||||mg/L||60.0|||||mg/L||7.95|||||Ryan,A.C., J.R. Tomasso, and S.J. Klaine|115849|Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model|Environ. Toxicol. Chem.28(8): 1663-1670|2009|
1137983|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||6||24|Hour(s)|Renewal|Fresh water|Lab|NR|Total||0.0014||0.0013||0.0015|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||21||NR||NR|Day(s)|Not coded||||19.5||21.0|C||250|||||mg/L CaCO3|||||||NR||||6.6||8.1|Dave,G.|11383|Effects of Copper on Growth, Reproduction, Survival and Haemoglobin in Daphnia magna|Comp. Biochem. Physiol. C Comp. Pharmacol.78(2): 439-443|1984|
1300537|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|7|Dissolved||0.1064||0.0908||0.1248|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||25|||||C||10.6|||||mg/L||66.7|||||mg/L||7.95|||||Ryan,A.C., J.R. Tomasso, and S.J. Klaine|115849|Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model|Environ. Toxicol. Chem.28(8): 1663-1670|2009|
1296282|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||NR||NR|Not reported|Static|Fresh water|Lab|6|Total||0.07||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|LC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR||||7.3||7.8|Heinlaan,M., A. Ivask, I. Blinova, H.C. Dubourguier, and A. Kahru|110793|Toxicity of Nanosized and Bulk ZnO, CuO and TiO2 to Bacteria Vibrio fischeri and Crustaceans Daphnia magna and Thamnocephalus platyurus|Chemosphere71(7): 1308-1316|2008|
1225385|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded|>=|95||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Not reported|Fresh water|Lab|NR|Total||0.0826||0.0823||0.0829|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR|||||||Guilhermino,L., T. Diamantino, M.C. Silva, and A.M.V.M. Soares|49794|Acute Toxicity Test with Daphnia magna:  An Alternative to Mammals in the Prescreening of Chemical Toxicity?|Ecotoxicol. Environ. Saf.46(3): 357-362|2000|
1300534|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|7|Dissolved||0.0188||0.0138||0.0257|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||25|||||C||10.6|||||mg/L||6.7|||||mg/L||6.33|||||Ryan,A.C., J.R. Tomasso, and S.J. Klaine|115849|Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model|Environ. Toxicol. Chem.28(8): 1663-1670|2009|
1300491|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|7|Dissolved||0.00031||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||25|||||C||9.2|||||mg/L||6.7|||||mg/L||6.02|||||Ryan,A.C., J.R. Tomasso, and S.J. Klaine|115849|Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model|Environ. Toxicol. Chem.28(8): 1663-1670|2009|
1167386|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Dissolved||22||19||25|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||25*|||||C||39*|||||mg/L CaCO3||45*|||||mg/L CaCO3||8.0*|||||Kubitz,J.A., E.C. Lewek, J.M. Besser, J.B. Drake III, and J.P. Giesy|14923|Effects of Copper-Contaminated Sediments on Hyalella azteca, Daphnia magna, and Ceriodaphnia dubia:  Survival, Growth, and Enzyme Inhibition|Arch. Environ. Contam. Toxicol.29(1): 97-103|1995|
1301271|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|7|Dissolved||0.007||0.0057||0.0085|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||25|||||C||39.6|||||mg/L||6.7|||||mg/L||6.17|||||Ryan,A.C., J.R. Tomasso, and S.J. Klaine|115849|Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model|Environ. Toxicol. Chem.28(8): 1663-1670|2009|
1300539|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|7|Dissolved||0.00015||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||25|||||C||10.6|||||mg/L||5.3|||||mg/L||6.19|||||Ryan,A.C., J.R. Tomasso, and S.J. Klaine|115849|Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model|Environ. Toxicol. Chem.28(8): 1663-1670|2009|
1301222|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|7|Dissolved||0.0093||0.0081||0.0108|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||25|||||C||42.2|||||mg/L||61.3|||||mg/L||7.95|||||Ryan,A.C., J.R. Tomasso, and S.J. Klaine|115849|Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model|Environ. Toxicol. Chem.28(8): 1663-1670|2009|
1221962|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||0||24|Hour(s)|Not reported|Fresh water|Lab|NR|Labile||NR|>|0.00001|<|0.00002|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||21|||||C||109.9|||||mg/L CaCO3||12.5|||||mg/L CaCO3||||7.85||7.87|Meador,J.P.|45176|The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity|Aquat. Toxicol.19(1): 13-31|1991|
1195696|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||1||NR||NR|Day(s)|Renewal|Fresh water|Lab|NR|Total||0.018||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||4||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR||8|||||Kazlauskiene,N., A. Burba, and G. Svecevicius|17573|Acute Toxicity of Five Galvanic Heavy Metals to Hydrobionts|Ekologiia1:33-36|1994|
1253512|7758987|Sulfuric acid copper(2+) salt (1:1)|Not coded|Not reported|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|7|Total||0.002||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||25|||||C||7.9|||||mg/L CaCO3||60|||||mg/L CaCO3||8.3|||||Long,K.E., E.J. Van Genderen, and S.J. Klaine|73402|The Effects of Low Hardness and pH on Copper Toxicity to Daphnia magna - Short Communication|Environ. Toxicol. Chem.23(1): 72-75|2004|
1178330|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Newborn|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Total||NR||0.0445||0.0687|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||3||NR||NR|Day(s)|Not coded||21|||||C||||93||104|mg/L CaCO3||||90||109|mg/L CaCO3|||||||Flickinger,A.L., R.J.F. Bruins, R.W. Winner, and J.H. Skillings|15511|Filtration and Phototactic Behavior as Indices of Chronic Copper Stress in Daphnia magna Straus|Arch. Environ. Contam. Toxicol.11(4): 457-463|1982|
1203852|7758987|Sulfuric acid copper(2+) salt (1:1)|Reagent Grade, Purissium, Purum, Puriss or Puris|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Total||0.00743||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||14||NR||NR|Day(s)|Not coded||||19.5||22.3|C||||136||148|mg/L CaCO3||||67||71|mg/L CaCO3||||6.7||7.8|Suedel,B.C., E. Deaver, and J.H.,Jr. Rodgers|18527|Experimental Factors that may Affect Toxicity of Aqueous and Sediment-Bound Copper to Freshwater Organisms|Arch. Environ. Contam. Toxicol.30(1): 40-46|1996|
1221956|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||0||24|Hour(s)|Not reported|Fresh water|Lab|NR|Labile||0.000023||0.000017||0.000036|AI mg/L|Total||0.0572||0.052||0.061|AI mg/L|||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||21|||||C||109.9|||||mg/L CaCO3||12.5|||||mg/L CaCO3||||7.44||7.46|Meador,J.P.|45176|The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity|Aquat. Toxicol.19(1): 13-31|1991|
1051322|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Total||0.0645||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||3||NR||NR|Day(s)|Not coded||20|||||C||163.0|||||mg/L CaCO3||114.5|||||mg/L CaCO3||8.7||8.2||9.7|Debelak,R.W.|3528|Acute Toxicity of Mixtures of Copper, Chromium and Cadmium to Daphnia magna|M.S.Thesis, Miami University, Oxford, OH:54 p.|1975|
1009736|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Total||0.1||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||1||NR||NR|Day(s)|Not coded||5|||||C||45|||||mg/L CaCO3||42|||||mg/L CaCO3||7.5|||||Cairns,J.,Jr., A.L.,Jr. Buikema, A.G. Heath, and B.C. Parker|518|Effects of Temperature on Aquatic Organism Sensitivity to Selected Chemicals|Va.Water Resour.Res.Center, Bull.106, Office of Water Res.and Technol., OWRT Project B-084-VA, VA.Polytech.Inst.State Univ., Blacksburg, VA:88 p.|1978|
1164261|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile||NR||NR||NR|Not reported|Not reported|Fresh water|Lab|NR|Total||0.125||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||1||NR||NR|Day(s)|Not coded||10|||||C|||||||NR|||||||NR|||||||Braginskiy,L.P., and E.P. Shcherban|14525|Water Toxicology and Radioecology.  Acute Toxicity of Heavy Metals to Aquatic Invertebrates at Different Temperatures|Hydrobiol. J.14(6): 78-82|1978|
1221961|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||0||24|Hour(s)|Not reported|Fresh water|Lab|NR|Labile|~|0.00002||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||21|||||C||109.9|||||mg/L CaCO3||12.5|||||mg/L CaCO3||||7.85||7.87|Meador,J.P.|45176|The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity|Aquat. Toxicol.19(1): 13-31|1991|
1221951|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||0||24|Hour(s)|Not reported|Fresh water|Lab|NR|Labile||0.000053||0.000042||0.000065|AI mg/L|Total||0.0164||0.014||0.0192|AI mg/L|||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||21|||||C||109.9|||||mg/L CaCO3||12.5|||||mg/L CaCO3||||6.94||6.97|Meador,J.P.|45176|The Interaction of pH, Dissolved Organic Carbon, and Total Copper in the Determination of Ionic Copper and Toxicity|Aquat. Toxicol.19(1): 13-31|1991|
1070705|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Total||0.00025||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50*|Not reported||3||NR||NR|Day(s)|Not coded||30|||||C|||||||NR|||||||NR|||||||Braginskij,L.P., and E.P. Shcherban|5565|Acute Toxicity of Heavy Metals to Aquatic Invertebrates Under Different Temperature Conditions|Hydrobiol. J.14(6): 78-82|1979|
1135837|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||0.011||0.0022||0.041|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded|||||||NR|||||||NR|||||||NR|||||||LeBlanc,G.A.|11065|Laboratory Investigation into the Development of Resistance of Daphnia magna (Straus) to Environmental Pollutants|Environ. Pollut. A.27(4): 309-322|1982|
1051317|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Total||0.0676||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||3||NR||NR|Day(s)|Not coded||20|||||C||163.0|||||mg/L CaCO3||114.5|||||mg/L CaCO3||8.7||8.2||9.7|Debelak,R.W.|3528|Acute Toxicity of Mixtures of Copper, Chromium and Cadmium to Daphnia magna|M.S.Thesis, Miami University, Oxford, OH:54 p.|1975|
1247666|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||0.018||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||25|||||C||150|||||mg/L CaCO3||121|||||mg/L CaCO3||8.0|||||Kim,K.T., Y.G. Lee, and S.D. Kim|87184|Combined Toxicity of Copper and Phenol Derivatives to Daphnia magna: Effect of Complexation Reaction|Environ. Int.32(4): 487-492|2006|
1203791|7758987|Sulfuric acid copper(2+) salt (1:1)|Reagent Grade, Purissium, Purum, Puriss or Puris|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Total||0.0095||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||10||NR||NR|Day(s)|Not coded||||19.7||24.1|C||||72||80|mg/L CaCO3||||68||70|mg/L CaCO3||||6.9||8.0|Suedel,B.C., E. Deaver, and J.H.,Jr. Rodgers|18527|Experimental Factors that may Affect Toxicity of Aqueous and Sediment-Bound Copper to Freshwater Organisms|Arch. Environ. Contam. Toxicol.30(1): 40-46|1996|
1051298|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Total||0.06||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||3||NR||NR|Day(s)|Not coded||20|||||C||86.0|||||mg/L CaCO3||81.5|||||mg/L CaCO3||8.5||8.2||9.1|Debelak,R.W.|3528|Acute Toxicity of Mixtures of Copper, Chromium and Cadmium to Daphnia magna|M.S.Thesis, Miami University, Oxford, OH:54 p.|1975|
1300484|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|7|Dissolved||0.00077||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||25|||||C||39.6|||||mg/L||6.7|||||mg/L||6.17|||||Ryan,A.C., J.R. Tomasso, and S.J. Klaine|115849|Influence of pH, Hardness, Dissolved Organic Carbon Concentration, and Dissolved Organic Matter Source on the Acute Toxicity of Copper to Daphnia magna in Soft Waters:  Implications for the Biotic Ligand Model|Environ. Toxicol. Chem.28(8): 1663-1670|2009|
1002303|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported|Fresh water|Lab|NR|Total||0.067||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50*/|Not reported||5||NR||NR|Day(s)|Not coded||||20*||22*|C||||170*||210*|mg/L CaCO3||||275*||290*|mg/L CaCO3||||7.4*||8.0*|Cabejszek,I., and M. Stasiak|323|Investigation on the Influence of some Metals on the Biocoenosis of Water with the Use of Daphnia magna as an Indicator (Part I) (Badania nad Wplywem Niektorych Metali na Biocenoze Wodna przy Zastosowaniu Daphnia magna |Roczyn. Zabl. Hig. Warsaw11:303-312|1960|
1209318|7758987|Sulfuric acid copper(2+) salt (1:1)|A.R. grade (Analytical Reagent grade)|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Labile||0.0016||0.0014||0.002|AI mg/L|Total||0.0154||0.0128||0.0188|AI mg/L|||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C||90.7|||||mg/L CaCO3||62.1|||||mg/L CaCO3||7.73|||||Barata,C., D.J. Baird, and S.J. Markich|19146|Influence of Genetic and Environmental Factors on the Tolerance of Daphnia magna Straus to Essential and Non-Essential Metals|Aquat. Toxicol.42(2): 115-137|1998|
1314051|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Sexually mature||NR||NR||NR|Not reported|Static|Fresh water|Lab|2|Total||0.04||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||5||NR||NR|Day(s)|Not coded||21.0|||||C|||||||NR|||||||NR|||||||Preshing,M.|67282|Effect of Certain Toxicants on the Survival Rate of Daphnia magna in a Three-Factor Experiment|Hydrobiol. J.21:1-4|1985|
1203790|7758987|Sulfuric acid copper(2+) salt (1:1)|Reagent Grade, Purissium, Purum, Puriss or Puris|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Total||0.0106||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||7||NR||NR|Day(s)|Not coded||||19.7||24.1|C||||72||80|mg/L CaCO3||||68||70|mg/L CaCO3||||6.9||8.0|Suedel,B.C., E. Deaver, and J.H.,Jr. Rodgers|18527|Experimental Factors that may Affect Toxicity of Aqueous and Sediment-Bound Copper to Freshwater Organisms|Arch. Environ. Contam. Toxicol.30(1): 40-46|1996|
1309312|7758987|Sulfuric acid copper(2+) salt (1:1)|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|>|24||NR||NR|Hour(s)|Not reported|Fresh water|Lab|5|Total||0.02||0.003||0.03|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded|||||||NR|||||||NR|||||||NR|||||||Sankaramanachi,S.K., and S.R. Qasim|117622|Metal Toxicity Evaluation Using Bioassay and Microtox|Int. J. Environ. Stud.56(2): 187-199|1999|
