CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
5796178,3-Hydroxy-D-tyrosine,Analytical or HPLC Grade,Unmeasured,>=98,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Young,<24,Hour(s),Static,Fresh water,Lab,6,Active ingredient,27.5,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"De Andres,F., G. Castaneda, and A. Rios",160488,Use of Toxicity Assays for Enantiomeric Discrimination of Pharmaceutical Substances,Chirality21(8): 751-759,2009,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5871170,"Phosphorothioic acid, O,O-Diethyl ester, Potassium salt (1:1)",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,100,AI mg/L,Mortality,Mortality,LC50*,Not reported,2,Day(s),"Meier,E.P., W.H. Dennis, A.B. Rosencrance, W.F. Randall, W.J. Cooper, and M.C. Warner",551,"Sulfotepp, a Toxic Impurity in Formulations of Diazinon",Bull. Environ. Contam. Toxicol.23(1-2): 158-164,1979,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5973717,"3,4-Dimethylbenzaldehyde",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,50,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Jin,H., X. Yang, H. Yu, and D. Yin",117105,Identification of Ammonia and Volatile Phenols as Primary Toxicants in a Coal Gasification Effluent,Bull. Environ. Contam. Toxicol.63(3): 399-406,1999,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5989275,(4R)-1-Methyl-4-(1-methylethenyl)cyclohexene,Not reported,Measured,97,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Flow-through,Fresh water,Lab,6,Active ingredient,0.924,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Broderius,S., D. Hammermeister, C. Russom, D. Barnidge, D. Brooke, G. Elonen, M. Hoglund, M. Kahl, G. Mielke, and J. Th",97161,"Toxicity of Eight Terpenes to Fathead Minnows (Pimephales promelas), Daphnids (Daphnia magna), and Algae (Selanastrum capricornutum).","Manuscript: ASCI Corporation and the U.S.EPA Environmental Research Laboratory-Duluth, MN:57 p.",1990,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
5989275,(4R)-1-Methyl-4-(1-methylethenyl)cyclohexene,Not reported,Measured,>99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Flow-through,Fresh water,Lab,6,Active ingredient,0.577,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Broderius,S., D. Hammermeister, C. Russom, D. Barnidge, D. Brooke, G. Elonen, M. Hoglund, M. Kahl, G. Mielke, and J. Th",97161,"Toxicity of Eight Terpenes to Fathead Minnows (Pimephales promelas), Daphnids (Daphnia magna), and Algae (Selanastrum capricornutum).","Manuscript: ASCI Corporation and the U.S.EPA Environmental Research Laboratory-Duluth, MN:57 p.",1990,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 0.496 - 0.672 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
6217545,"(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoic acid",Not reported,Unmeasured,>=98,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,1.823146695,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Sengupta,N., E.J. Litoff, and W.S. Baldwin",170827,"The HR96 Activator, Atrazine, Reduces Sensitivity of D. magna to Triclosan and DHA",Chemosphere128:299-306,2015,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
6317186,"Thiocyanic acid, C,C'-Methylene ester",Not reported,Unmeasured,95,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Active ingredient,0.031,AI mg/L,Mortality,Mortality,LC50,Not reported,21,Day(s),"Maas-Diepeveen,J.L., and C.J. Van Leeuwen",5757,Toxicity of Methylenebisthiocyanate (MBT) to Several Freshwater Organisms,Bull. Environ. Contam. Toxicol.40(4): 517-524,1988,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Active ingredient 0.028 - 0.033 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
6317186,"Thiocyanic acid, C,C'-Methylene ester",Not reported,Unmeasured,95,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Active ingredient,0.073,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Maas-Diepeveen,J.L., and C.J. Van Leeuwen",5757,Toxicity of Methylenebisthiocyanate (MBT) to Several Freshwater Organisms,Bull. Environ. Contam. Toxicol.40(4): 517-524,1988,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Active ingredient 0.067 - 0.079 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
6753475,"4-Amino-3,5,6-trichloro-2-pyridinecarboxylic acid compd. with 1,1',1''-nitrilotris[2-propanol] (1:1)",Not reported,Unmeasured,65.2,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,1,Instar,Static,Fresh water,Lab,NR,Formulation,125,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),"Mayes,M.A., and D.C. Dill",10698,"The Acute Toxicity of Picloram, Picloram Potassium Salt, and Picloram Triisopropanolamine Salt to Aquatic Organisms",Environ. Toxicol. Chem.3(2): 263-269,1984,Purity:   NR - NR | Organism Age:   NR - NR Instar | Conc 1 (Author):   Formulation 111 - 141 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
6923224,Phosphoric acid dimethyl (1E)-1-methyl-3-(methylamino)-3-oxo-1-propen-1-yl ester,Not reported,Unmeasured,98,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<=24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,0.388,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Wang,L., W. Ye, S. Zhou, K. Lin, M. Zhao, and W. Liu",120298,Acute and Chronic Toxicity of Organophosphate Monocrotophos to Daphnia magna,J. Environ. Sci. Health Part B Pestic. Food Contam. Agric. Wastes44(1): 38-43,2009,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
6972050,"N,N-Dimethylthiourea",Not reported,Unmeasured,99,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Active ingredient,42,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Maas,J.L.",5374,Toxicity Research with Thiourea,"Laboratory for Ecotoxicology, Institute for Inland Water Management and Waste Water Treatment, Report No.AOCE:4 p.",1990,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 30.7 - 57.5 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7012375,"2,4,4'-Trichloro-1,1'-biphenyl",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,>0.16,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Black,M.C., W. Burton, J.F. McCarthy, M.J. Peterson, and G.R. Southworth",16467,Accumulation of Contaminants by Biota in East Fork Poplar Creek,"In: Oak Ridge Y12 Plant, Environ.Sci.Div.Publ.No.3859, Oak Ridge Natl.Lab., Oak Ridge, TN4:109-172",1993,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7173515,"N-Decyl-N,N-dimethyl-1-decanaminium chloride (1:1)",Not reported,Unmeasured,45,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,0.16,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Canton,J.H., and E.A.M. Mathijssen-Spiekman",5333,Comparitive Short-Term Research with Water-Organisms to Determine the Acute Toxicity of a Number of Biocides,"National Institute of Public Health and Environmental Hygiene, Report No.668115-001:6 p.",1983,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7173515,"N-Decyl-N,N-dimethyl-1-decanaminium chloride (1:1)",Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,24,Hour(s),Renewal,Fresh water,Lab,NR,Active ingredient,0.037,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Farrell,A.P., C.J. Kennedy, A. Wood, B.D. Johnston, and W.R. Bennett",18386,"Acute Toxicity of a Didecyldimethylammonium Chloride-Based Wood Preservative, Bardac 2280, to Aquatic Species",Environ. Toxicol. Chem.17(8): 1552-1557,1998,Purity:   80 - 82 | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Active ingredient 0.028 - 0.048 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7173515,"N-Decyl-N,N-dimethyl-1-decanaminium chloride (1:1)",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,0.18,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Canton,J.H., and E.A.M. Mathijssen-Spiekman",5333,Comparitive Short-Term Research with Water-Organisms to Determine the Acute Toxicity of a Number of Biocides,"National Institute of Public Health and Environmental Hygiene, Report No.668115-001:6 p.",1983,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7173515,"N-Decyl-N,N-dimethyl-1-decanaminium chloride (1:1)",Not reported,Unmeasured,45,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,0.2,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Canton,J.H., and E.A.M. Mathijssen-Spiekman",5333,Comparitive Short-Term Research with Water-Organisms to Determine the Acute Toxicity of a Number of Biocides,"National Institute of Public Health and Environmental Hygiene, Report No.668115-001:6 p.",1983,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7173515,"N-Decyl-N,N-dimethyl-1-decanaminium chloride (1:1)",Not reported,Unmeasured,45,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,>1,AI mg/L,Mortality,Mortality,LC50,Not reported,<.25,Day(s),"Canton,J.H., and E.A.M. Mathijssen-Spiekman",5333,Comparitive Short-Term Research with Water-Organisms to Determine the Acute Toxicity of a Number of Biocides,"National Institute of Public Health and Environmental Hygiene, Report No.668115-001:6 p.",1983,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7173515,"N-Decyl-N,N-dimethyl-1-decanaminium chloride (1:1)",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,0.064,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Canton,J.H., and E.A.M. Mathijssen-Spiekman",5333,Comparitive Short-Term Research with Water-Organisms to Determine the Acute Toxicity of a Number of Biocides,"National Institute of Public Health and Environmental Hygiene, Report No.668115-001:6 p.",1983,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7173515,"N-Decyl-N,N-dimethyl-1-decanaminium chloride (1:1)",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,>1,AI mg/L,Mortality,Mortality,LC50,Not reported,<.25,Day(s),"Canton,J.H., and E.A.M. Mathijssen-Spiekman",5333,Comparitive Short-Term Research with Water-Organisms to Determine the Acute Toxicity of a Number of Biocides,"National Institute of Public Health and Environmental Hygiene, Report No.668115-001:6 p.",1983,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7337453,(T-4)-Trihydro(2-methyl-2-propanamine)boron,Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,6,Total,0.7,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),National Association of Photographic Manufacturers,167113,Environmental Effect of Photoprocessing Chemicals Vol I and II (557),EPA/OTS Doc. #40-8469216:536 p.,1974,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7420895,"1,5-Dihydroxy-1,5-pentanedisulfonic acid sodium salt (1:2)",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,4,Formulation,~10,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),National Association of Photographic Manufacturers,167113,Environmental Effect of Photoprocessing Chemicals Vol I and II (557),EPA/OTS Doc. #40-8469216:536 p.,1974,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7429905,Aluminum,Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Not reported,Fresh water,Lab,NR,Formulation,9.5,AI mg/L,Mortality,Mortality,LC50,Not reported,0.25,Day(s),"Wakabayashi,M., R. Konno, and T. Nishiido",3936,Relative Lethal Sensitivity of Two Daphnia Species to Chemicals,Tokyo Toritsu Eisei Kenkyusho Nenpo (Annu. Rep. of Tokyo Metropolitan Inst. of Public Health):126-128,1988,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7429905,Aluminum,Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Total,38,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Stephan,C.E.",120960,Chronic Screening Toxicity Test with Daphnia magna,"Sept.29th Memo to D.Friedman, U.S.EPA, Washington, DC:3 p.",1978,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Total NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7429905,Aluminum,Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Not reported,Fresh water,Lab,NR,Formulation,3.5,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Wakabayashi,M., R. Konno, and T. Nishiido",3936,Relative Lethal Sensitivity of Two Daphnia Species to Chemicals,Tokyo Toritsu Eisei Kenkyusho Nenpo (Annu. Rep. of Tokyo Metropolitan Inst. of Public Health):126-128,1988,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7439921,Lead,Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Total,4.4,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Mount,D.I., and T.J. Norberg",11181,A Seven-Day Life-Cycle Cladoceran Toxicity Test,Environ. Toxicol. Chem.3(3): 425-434,1984,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Total 3.6 - 5.3 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7439921,Lead,Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Hour(s),Static,Fresh water,Lab,6,Total,2.122,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Chen,F., Q. Yao, and X. Zhou",174970,The Influence of Suspended Solids on the Combined Toxicity of Galaxolide and Lead to Daphnia magna,Bull. Environ. Contam. Toxicol.95(1): 73-79,2015,Purity:   NR - NR | Organism Age:   6 - 24 Hour(s) | Conc 1 (Author):   Total 1.445 - 3.201 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7439921,Lead,Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Hour(s),Static,Fresh water,Lab,6,Total,2.468,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Chen,F., Q. Yao, and X. Zhou",174970,The Influence of Suspended Solids on the Combined Toxicity of Galaxolide and Lead to Daphnia magna,Bull. Environ. Contam. Toxicol.95(1): 73-79,2015,Purity:   NR - NR | Organism Age:   6 - 24 Hour(s) | Conc 1 (Author):   Total 1.938 - 3.237 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7439921,Lead,Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Hour(s),Static,Fresh water,Lab,8,Total,0.594,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Chen,F., Q. Yao, and X. Zhou",174970,The Influence of Suspended Solids on the Combined Toxicity of Galaxolide and Lead to Daphnia magna,Bull. Environ. Contam. Toxicol.95(1): 73-79,2015,Purity:   NR - NR | Organism Age:   6 - 24 Hour(s) | Conc 1 (Author):   Total 0.408 - 0.885 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
7439921,Lead,Not reported,Measured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Hour(s),Static,Fresh water,Lab,8,Total,0.724,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Chen,F., Q. Yao, and X. Zhou",174970,The Influence of Suspended Solids on the Combined Toxicity of Galaxolide and Lead to Daphnia magna,Bull. Environ. Contam. Toxicol.95(1): 73-79,2015,Purity:   NR - NR | Organism Age:   6 - 24 Hour(s) | Conc 1 (Author):   Total 0.547 - 0.987 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
